INSTANCE_ID,ebglucose_solved,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,Pre_featuretime,vars_clauses_ratio,POSNEG_RATIO_CLAUSE_mean,POSNEG_RATIO_CLAUSE_coeff_variation,POSNEG_RATIO_CLAUSE_min,POSNEG_RATIO_CLAUSE_max,POSNEG_RATIO_CLAUSE_entropy,VCG_CLAUSE_mean,VCG_CLAUSE_coeff_variation,VCG_CLAUSE_min,VCG_CLAUSE_max,VCG_CLAUSE_entropy,UNARY,BINARYp,TRINARYp,Basic_featuretime,VCG_VAR_mean,VCG_VAR_coeff_variation,VCG_VAR_min,VCG_VAR_max,VCG_VAR_entropy,POSNEG_RATIO_VAR_mean,POSNEG_RATIO_VAR_stdev,POSNEG_RATIO_VAR_min,POSNEG_RATIO_VAR_max,POSNEG_RATIO_VAR_entropy,HORNY_VAR_mean,HORNY_VAR_coeff_variation,HORNY_VAR_min,HORNY_VAR_max,HORNY_VAR_entropy,horn_clauses_fraction,VG_mean,VG_coeff_variation,VG_min,VG_max,KLB_featuretime,CG_mean,CG_coeff_variation,CG_min,CG_max,CG_entropy,cluster_coeff_mean,cluster_coeff_coeff_variation,cluster_coeff_min,cluster_coeff_max,cluster_coeff_entropy,CG_featuretime,DIAMETER_mean,DIAMETER_coeff_variation,DIAMETER_min,DIAMETER_max,DIAMETER_entropy,DIAMETER_featuretime,cl_num_mean,cl_num_coeff_variation,cl_num_min,cl_num_max,cl_num_q90,cl_num_q10,cl_num_q75,cl_num_q25,cl_num_q50,cl_size_mean,cl_size_coeff_variation,cl_size_min,cl_size_max,cl_size_q90,cl_size_q10,cl_size_q75,cl_size_q25,cl_size_q50,cl_featuretime,SP_bias_mean,SP_bias_coeff_variation,SP_bias_min,SP_bias_max,SP_bias_q90,SP_bias_q10,SP_bias_q75,SP_bias_q25,SP_bias_q50,SP_unconstraint_mean,SP_unconstraint_coeff_variation,SP_unconstraint_min,SP_unconstraint_max,SP_unconstraint_q90,SP_unconstraint_q10,SP_unconstraint_q75,SP_unconstraint_q25,SP_unconstraint_q50,sp_featuretime,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q10,saps_FirstLocalMinStep_Q90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,ls_saps_featuretime,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q10,gsat_FirstLocalMinStep_Q90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,ls_gsat_featuretime,lobjois_mean_depth_over_vars,lobjois_log_num_nodes_over_vars,lobjois_featuretime
203,2,196306,582994,32750,247614,4.994076336,1.354446841,3.58,0.132262312,0.375598406,0.692025237,0,1,1.769593319,0.000118927,0.374412618,6.11E-05,0.001496183,1.620591783,0,0.119383395,0.468018771,0.05,0.000118927,2.016291154,2.83E-05,0.014219713,2.996120731,0.17126967,0.149648022,0,0.965811966,2.882654523,4.08E-05,2.376965239,0,0.007123991,2.51554724,0.443488656,9.73E-05,1.759738132,2.02E-05,0.008254784,2.64,-1,0,-1,0,-512,-1,0,-1,0,0,20.03,7.293103448,0.062413138,7,8,0.604907121,2.06,348.5,1.123024453,89,1444,1294,119,257,188,210,14.21976534,0.395354153,9.019047619,29.99275362,21.7805255,9.174757282,18.85267857,9.764705882,12.11764706,2,0.568198699,0.411340512,3.00E-09,0.999959705,0.829184266,0.189395412,0.733473943,0.445276069,0.614172036,0.079691228,0.751489479,0,0.444360602,0.145662343,0.000583121,0.119086136,0.028229218,0.077819809,2.96,2697.5,1.03255,4452.5,1.41421,4452.5,0,0,1.53538,0.778849,1.06562,0.241495,2.28,1588.25,0.393387,9073.25,0.0154382,9123,8871,9158,0.656396,1.1759,0.916849,0.0329735,2.42,0.030860715,0.103569205,2
204,0,569795,8562505,420833,8244707,0.353969389,0.0385457,58.08,0.051042808,0.741717475,0.551557432,0,1,1.124966384,7.89E-06,2.292424842,4.75E-06,0.000441981,0.748482474,0,0.864547279,0.909356269,1.46,7.89E-06,5.060924662,8.49E-07,0.003424743,3.557141366,0.308650252,0.277954399,0,0.967213115,3.026571577,4.49E-06,4.353903054,0,0.001697089,3.330322089,0.912589374,1.82E-05,3.70101731,6.06E-07,0.00499472,444.16,-1,0,-1,0,-512,-1,0,-1,0,0,20.9,4,0,4,4,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0.93889352,0.189819161,0,1,1,0.859326595,1,0.97014569,1,0.04181906,2.158504472,0,0.5,0.166733117,0,0.036688822,0,0,57.02,1508330,0,0,0,0,0,0,1420.53,0,5.74021,0,9.6,1422580,0,0,0,0,0,0,993.857,0,4.58739,0,9.64,0.34693572,0.34693572,2.16
205,0,202253,4313014,188087,4281700,0.07531621,0.00731345,23.67,0.043928113,0.721167454,0.593044046,0,1,1.068752185,1.64E-05,2.638375371,1.06E-05,0.003461164,0.571718944,0,0.906908004,0.947061214,0.7,1.64E-05,9.102694617,1.64E-06,0.006799869,4.077013515,0.500179729,0.237221541,0,0.985212569,4.023791074,1.03E-05,7.205973631,0,0.003331154,4.047474527,0.949527758,6.73E-05,1.827908463,1.17E-06,0.015481468,90.99,-1,0,-1,0,-512,-1,0,-1,0,0,22.16,5,0,5,5,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.943875117,0.154712602,0,1,0.999957499,0.834634194,0.999620192,0.971797437,0.997098164,0.048540982,1.985650958,0,0.5,0.198826693,4.54E-05,0.035849018,0.000440754,0.00359007,31.4,457119,0,0,0,0,0,0,2306.71,0,1.83264,0,5.98,122226,0,0,0,0,0,0,100.333,0,1.13818,0,5.55,0.281070538,0.461999993,2.3
206,0,651875,9927770,481057,9564224,0.355088898,0.038011029,66.52,0.050297546,0.745109888,0.54682481,0,1,1.113244137,6.91E-06,2.345543438,4.16E-06,0.000405357,0.738642009,0,0.866413731,0.910557302,1.63,6.91E-06,5.209999481,7.32E-07,0.003237691,3.521410984,0.307621723,0.278547046,0,0.96875,2.982710297,3.93E-06,4.488189439,0,0.001615081,3.297746104,0.91407123,1.62E-05,3.771052123,5.23E-07,0.004936208,564.33,-1,0,-1,0,-512,-1,0,-1,0,0,21.6,4,0,4,4,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0.939321232,0.187069688,0,1,1,0.851372401,1,0.970188256,1,0.042203445,2.144575036,0,0.5,0.177743326,0,0.03625929,0,0,68.57,1815880,0,0,0,0,0,0,1670.33,0,5.68596,0,10.97,1651530,0,0,0,0,0,0,1284.65,0,4.49343,0,10.86,0.107648366,0.116655615,2.64
207,0,89315,5584003,79604,5548259,0.121991357,0.006442381,67.59,0.014347564,0.939245786,0.24261679,0,1,0.416040455,3.61E-05,2.970654382,2.51E-05,0.003705844,0.254164819,0,0.967923992,0.971648404,0.83,3.61E-05,6.636063687,5.41E-07,0.007762075,5.232507728,0.569973188,0.28278978,0,1,4.226605472,2.45E-05,6.463624009,0,0.005047529,4.954114687,0.971555401,5.38E-05,4.06070112,5.41E-07,0.006432649,18.86,0,0,0,0,-512,0,0,0,0,0,34.84,4,0,4,4,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0.927685481,0.2263204,0,1,1,0.787284187,1,0.996541194,0.99998532,0.051144328,2.508650576,0,1,0.250496664,0,0.004741352,6.00E-09,1.88E-05,39.91,40569,0,0,0,0,0,0,550.265,0,1.03043,0,6.17,24098,0,0,0,0,0,0,140.549,0,1.01899,0,6.1,0.453180745,0.453180745,2.4
208,0,88289,4187694,77804,4155136,0.134761709,0.007835604,21.71,0.018724778,0.807309346,0.45259807,0,1,0.854050368,3.82E-05,2.857696447,2.57E-05,0.004369955,0.515001551,0,0.892821318,0.971596598,0.73,3.82E-05,4.20531447,1.69E-06,0.011349809,5.163168416,0.548925493,0.283221093,0,0.986885246,4.210310108,2.60E-05,3.476261584,4.81E-07,0.005498737,5.052177748,0.971305632,6.28E-05,2.848155519,1.69E-06,0.007576647,16.97,-1,0,-1,0,-512,-1,0,-1,0,0,23.81,4,0,4,4,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0.908957672,0.223719211,0,1,1,0.501465284,1,0.985525894,0.999962057,0.056718607,2.203264874,0,0.5,0.293888543,0,0.012273775,1.00E-08,2.37E-05,30.29,43284,0,0,0,0,0,0,168.536,0,1.04718,0,5.26,43379,0,0,0,0,0,0,179.071,0,1.04487,0,5.21,0.263739653,0.36915088,2.08
209,0,50073,210223,20577,120346,1.433445109,0.746821664,0.67,0.170982002,0.409254981,0.434125432,0,1,1.035927551,0.000164785,0.186379698,9.72E-05,0.00024299,0.917399606,0,0.08065079,0.528584249,0.02,0.000164785,0.512369429,4.99E-05,0.000465325,2.557664179,0.018891971,0.038242795,0,0.4,0.822134018,8.47E-05,0.501454307,1.66E-05,0.000232662,2.30578479,0.528933242,6.64E-05,0.519730349,3.32E-05,0.000174497,1.04,0.000294082,0.427772543,4.99E-05,0.000681369,3.730684737,0.254668645,0.281731409,0.088749126,0.571428571,3.282947686,5.35,13.30555556,0.034620301,13,14,0.615498282,2.01,261.5818182,0.329869353,104,504,403,167,310,197,241,8.235987105,0.25059382,5.192893401,17.03846154,11.14074074,6.166666667,9.231481481,6.756272401,7.770334928,2,0.075273313,1.901511886,0,0.761824664,0.364879931,3.50E-08,0.060984977,0.000105549,0.004384303,0.030772611,0.728067583,1.14E-05,0.210579041,0.044746422,0.000708377,0.041453999,0.022239376,0.026204732,1.31,1713.33,0.473925,3942.33,0.00268844,3944,3931,3944,0.909256,0.767472,0.836986,0.0784669,2.11,1782.75,0.0248668,3944.38,0.0113209,3948,3888,3996,0.182307,0.28977,0.842793,0.00453915,2.32,0.035126571,0.112916956,2
210,1,66892,279258,26689,157349,1.506350931,0.77476819,1.41,0.169616585,0.405588215,0.411700592,0,1,1.004738199,0.000126925,0.182226508,7.49E-05,0.000187343,0.901822193,0,0.071840304,0.540670738,0.05,0.000126925,0.608468058,4.45E-05,0.000457582,2.362713906,0.020529604,0.038457172,0,0.333333333,0.971827786,6.55E-05,0.590906392,1.27E-05,0.000228791,2.06576358,0.529371016,4.89E-05,0.488250353,2.54E-05,0.000152527,1.75,0.000244624,0.427629651,3.81E-05,0.000508424,3.705691212,0.276463774,0.224549507,0.102564103,0.482213439,3.084948232,8.04,12.94915254,0.01696529,12,13,0.201003011,2.03,302.2857143,0.461387843,141,628,545,167,367,183,260,7.128267209,0.207607056,5.314285714,11.88013699,8.953821656,5.826589595,7.548387097,6.110714286,6.645348837,2.01,0.081961311,1.749103133,0,0.675464456,0.3671105,1.86E-06,0.087814906,9.27E-05,0.010365207,0.031200282,0.577747378,9.50E-08,0.157903448,0.048459321,0.000125834,0.040681886,0.023065346,0.029108175,1.64,2014,0.110244,5243,0.00674334,5243,5218,5218,0.823224,0.277112,0.839429,0.023419,2.16,2383.44,0.0796476,5285,0.00842431,5279,5196,5336,0.307783,1.03965,0.861221,0.0120294,2.3,0.032568808,0.079119673,2.01
211,1,889302,14582074,879854,14559286,0.010738145,0.001565187,617.74,0.060432496,0.595212466,0.780241627,0,1,1.215127282,3.52E-06,7.639798389,2.27E-06,0.006048731,0.663513463,0,0.876207048,0.939899319,2.49,3.52E-06,21.90847568,3.43E-07,0.015640053,3.599118874,0.374659608,0.211380522,0,1,3.712564163,2.21E-06,17.59895546,0,0.007844135,3.507443427,0.940827455,0.000135567,0.738516764,3.43E-07,0.008663886,1947.86,-1,0,-1,0,-512,-1,0,-1,0,0,20.82,0,0,0,0,0,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0.977235363,0.094815623,4.74E-05,1,0.999662479,0.977545188,0.998732541,0.990410706,0.996071829,0.017564938,2.880986845,0,0.5,0.03179582,0.000369462,0.014334242,0.001573125,0.005565618,571.23,2202350,0,0,0,0,0,0,11422.3,0,3.26837,0,14.73,1498140,0,0,0,0,0,0,4160.22,0,1.79319,0,14.59,0.37513667,0.399259423,2.88
212,2,24415,711050,21173,700461,0.153119539,0.015117187,2.41,0.030227236,0.759712295,0.508317959,0,1,1.046944047,0.000144223,2.06922144,9.45E-05,0.007556794,0.700109876,0,0.838483513,0.955861925,0.11,0.000144223,2.810817761,9.99E-06,0.016002318,4.861573812,0.4721462,0.27223759,0,0.971631206,4.253334858,9.57E-05,2.258050353,2.86E-06,0.007466511,4.717172914,0.954959662,0.000227888,2.116433041,9.99E-06,0.012364714,1.31,-1,0,-1,0,-512,-1,0,-1,0,0,20.98,4,0,4,4,0,2.06,351,0.142450142,301,401,401,301,401,301,401,26.69414089,0.00759976,26.49127182,26.89700997,26.89700997,26.49127182,26.89700997,26.49127182,26.89700997,2,0.862348397,0.287053714,0,1,0.999999134,0.455276858,0.999965187,0.872737064,0.996685102,0.082096391,1.733713823,0,0.5,0.348322255,4.21E-07,0.081071309,3.29E-05,0.002631372,3.59,4455,0,0,0,0,0,0,23.0681,0,1.02927,0,2.57,2240,0,0,0,0,0,0,17.7748,0,1.01449,0,2.54,0.282573493,0.630265323,2.02
213,1,191522,788339,58468,432357,2.275672163,0.823351998,4.74,0.135230839,0.372389099,0.999891368,0,1,1.973319613,6.06E-05,0.694911546,3.42E-05,0.000444688,1.642968493,0,0.520754839,0.657435869,0.06,6.06E-05,1.168786429,1.62E-05,0.000742442,3.667869389,0.225003805,0.164014764,0,0.72972973,3.689956504,2.79E-05,1.236870092,4.63E-06,0.000312242,2.983982995,0.599557773,6.60E-05,0.982573617,1.16E-05,0.000730877,8.34,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,95.97101449,0.010639635,94,98,1.372525572,2.03,843.6666667,0.386524663,200,1257,1257,200,1071,821,870,31.75314833,0.20193296,23.59430605,39.155,39.155,23.59430605,37.57978076,23.7254902,36.5908046,2,0.595524309,0.476288813,0.000182948,0.99559158,0.917691767,0.130399534,0.831158525,0.399975847,0.664771286,0.031052823,1.243517894,0,0.339992434,0.083936695,0.000243456,0.047092814,0.003617297,0.015704004,3.52,11185,0,0,0,0,0,0,3.83678,0,1.19622,0,2.41,2881.5,0.113937,20077,0.00375097,20080,19991,20120,1.09393,0.759714,0.957477,0.00510698,2.48,0.023175322,0.098017979,2
214,2,17710,304026,11639,289635,0.521608386,0.049686675,1.13,0.040185061,0.798161481,0.471639083,0,1,1.018498148,0.000282227,1.954939795,0.000171836,0.011255262,0.687406815,0,0.889412536,0.912880004,0.04,0.000282227,2.189267765,2.42E-05,0.016216963,4.62705913,0.397755387,0.295380913,0,0.961165049,4.03702616,0.000158691,1.79116801,0,0.005683015,4.47332788,0.911581818,0.000485535,1.61584533,2.42E-05,0.011241735,0.43,-1,0,-1,0,-512,-1,0,-1,0,0,20.03,4.634146341,0.10393904,4,5,0.656711993,2.02,294.3076923,1.439023131,67,1743,274,79,257,117,183,47.53068224,0.161715648,34.66788321,63.60267857,55.89944134,36.86919105,52.984375,43.36065574,46.95864662,1.99,0.79343679,0.393585095,0,0.9999992,0.996489968,0.109198248,0.985026364,0.726787678,0.949627572,0.047699019,1.982826635,0,0.499940453,0.198463856,6.05E-07,0.031020722,1.15E-05,0.000403058,2.61,251,0.907043,4743.25,0.00860241,4756.5,4684,4762,8.36269,0.291519,0.989018,0.0039806,2.24,1267.86,1.08912,4079.86,0.44103,4760,0,4782,12.6526,0.994524,1.00757,0.0277091,2.24,0.19737174,0.57496742,2
215,1,118038,8780591,105928,8734216,0.114322936,0.005309578,171.37,0.012127935,0.918399052,0.267186749,0,1,0.530094361,2.69E-05,3.091281769,1.89E-05,0.003200287,0.394336571,0,0.926211694,0.97603288,1.52,2.69E-05,6.996725135,8.01E-07,0.006484039,5.399320768,0.580807299,0.275969799,0,0.985185185,4.246551154,1.89E-05,6.721876985,0,0.004305366,5.130908988,0.975955484,3.87E-05,4.383439341,8.01E-07,0.00535755,32.59,0,0,0,0,-512,0,0,0,0,0,63.84,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0.926925585,0.204653861,0,1,1,0.53698866,1,0.997816219,0.999997282,0.046454645,2.572851558,0,0.5,0.227342587,0,0.002374609,0,2.29E-06,64.37,1036740,0,0,0,0,0,0,13102.1,0,1.95334,0,8.46,57240,0,0,0,0,0,0,409.43,0,1.02828,0,8.49,0.021080356,0.021080356,4.89
216,2,433601,1291714,68748,547995,5.307107116,1.357163843,6.95,0.125453699,0.377347674,0.701136353,0,1,1.785569978,5.74E-05,0.382171006,2.91E-05,0.000785477,1.633065124,0,0.123878868,0.458336299,0.09,5.74E-05,2.045979102,1.28E-05,0.007642405,2.727017006,0.171025555,0.147234493,0,0.953125,2.63593613,2.08E-05,2.47515101,0,0.003844926,2.393347515,0.469223259,4.68E-05,1.822534216,9.12E-06,0.004319382,11.79,-1,0,-1,0,-512,-1,0,-1,0,0,20.07,7.166666667,0.052001581,7,8,0.450561209,2.06,141.5,0.215547703,111,172,172,111,172,111,172,21.45395977,0.340393897,14.15116279,28.75675676,28.75675676,14.15116279,28.75675676,14.15116279,28.75675676,2,0.621669023,0.415692116,0,1,0.909950843,0.161937669,0.823066077,0.554887808,0.655761842,0.075918363,0.759375536,0,0.442797179,0.147662519,0.001620893,0.120380469,0.022404655,0.078961545,4.73,22219,0,0,0,0,0,0,4.24515,0,1.75701,0,2.69,7025.5,0.928483,9515.5,1.41421,9515.5,0,0,1.56332,0.96473,1.09361,0.253363,2.64,0.018890194,0.076241875,2
217,1,64699,276210,34963,212546,0.850499099,0.299530455,1.2,0.164496156,0.363796728,1.064695729,0,1,1.74111825,9.09E-05,0.609183865,5.72E-05,0.00051483,1.435329309,0,0.547622632,0.712551636,0.03,9.09E-05,1.004593368,3.29E-05,0.001355001,3.140082591,0.171659333,0.144484814,0,0.833333333,3.044159665,4.64E-05,0.878029135,4.71E-06,0.000625747,2.809821285,0.618449653,9.14E-05,0.781717806,1.88E-05,0.001072709,2.99,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,64.54285714,0.181908212,46,89,3.713781703,2.02,458.6428571,0.532826848,43,956,802,170,545,249,478,12.74917141,0.234508763,4,16.77326969,15.48379052,10.16742081,14.97864078,11.51009174,13.4989858,2,0.512026605,0.567545359,8.16E-06,0.9925599,0.866618143,0.079491395,0.781668888,0.257826107,0.571720494,0.034899458,1.23960736,0,0.233738304,0.089195092,0.002688804,0.04967667,0.00714791,0.017422705,2.45,15097.5,1.32541,5353.5,1.41421,5353.5,0,0,6.78773,1.22997,3.12586,1.00171,2.19,4716.43,1.62732,9138.57,0.441054,10690,0,10714,1.39457,1.98699,1.17327,0.539116,2.32,0.062704651,0.185210773,2.01
218,1,207606,861175,71203,521855,1.915691755,0.650218931,5,0.136442115,0.350390978,1.055915813,0,1,1.985585424,5.14E-05,0.802080734,2.81E-05,0.000589863,1.665072095,0,0.52984833,0.66727156,0.08,5.14E-05,1.138343569,1.34E-05,0.000640025,3.810426982,0.214443817,0.166347024,0,0.828571429,3.688787219,2.29E-05,1.19237028,1.92E-06,0.000251028,3.050500315,0.611403551,5.98E-05,0.974091154,7.67E-06,0.00061703,12.44,-1,0,-1,0,-512,-1,0,-1,0,0,20.03,98.02777778,0.029397812,93,101,1.515628109,2.03,331.4,0.327932313,206,527,527,206,339,261,324,14.39262894,0.916156442,6.662835249,40.70588235,40.70588235,6.662835249,9.351851852,7.40776699,7.83480826,2,0.566765127,0.502563633,2.06E-07,0.999891344,0.907727142,0.13936247,0.827148925,0.338545432,0.602293101,0.034894017,1.283705061,0,0.280870537,0.094158726,0.00018084,0.052859874,0.00252126,0.016773825,3.84,22525,0,0,0,0,0,0,5.13337,0,1.36713,0,2.6,3870.67,0.290106,23333,0.00712664,23262,23214,23262,1.46713,0.770797,0.962079,0.0140604,2.51,0.032295128,0.077726446,2
219,0,154309,3230738,136989,3193200,0.126433509,0.011755606,22.08,0.042900225,0.537333492,0.751968518,0,1,1.326907617,2.21E-05,2.952234038,1.46E-05,0.026461979,0.978310524,0,0.600128085,0.953046787,0.53,2.21E-05,7.58652612,1.88E-06,0.01873168,4.362780068,0.460654849,0.258715826,0,1,4.048750869,1.63E-05,5.245777265,0,0.009443818,4.238394814,0.946139296,0.000251504,1.315228165,1.57E-06,0.01026713,47.34,-1,0,-1,0,-512,-1,0,-1,0,0,34.86,4.4,0.111340443,4,5,0.673011667,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.864211816,0.273745833,0,1,0.999996497,0.489361702,0.99992899,0.835029671,0.99693931,0.085373322,1.77686781,0,0.5,0.348546812,1.36E-06,0.091215143,4.50E-05,0.002424689,26.82,233877,0,0,0,0,0,0,155.067,0,1.54745,0,4.83,191836,0,0,0,0,0,0,104.722,0,1.45064,0,4.96,0.426283862,0.524324421,2.14
220,1,181484,890298,87587,676058,1.072042655,0.316895888,3.83,0.129555452,0.268725696,1.318199829,0,1,1.583810995,3.62E-05,0.796575101,2.28E-05,0.000216927,1.341753569,0,0.620378725,0.790405557,0.11,3.62E-05,0.959545579,1.04E-05,0.000322458,3.47814874,0.232385788,0.205355932,0,0.906976744,3.439605486,2.07E-05,1.014895733,1.48E-06,0.000170104,3.223241858,0.707828322,3.68E-05,0.748842126,5.92E-06,0.000244062,18.57,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,82.75510204,0.010788973,81,84,1.222993873,2.01,75,0,75,75,75,75,75,75,75,9.946666667,0,9.946666667,9.946666667,9.946666667,9.946666667,9.946666667,9.946666667,9.946666667,2.01,0.544088985,0.592760114,2.11E-06,0.986643495,0.936330473,0.06231119,0.840939079,0.22104455,0.625973987,0.040070918,1.333977294,0,0.321739449,0.121085828,0.001277574,0.054055962,0.004730422,0.014568631,3.99,34836,0,0,0,0,0,0,8.60087,0,1.39114,0,2.59,9674.33,0.922394,18567,0.866039,27759,0,27759,2.77031,0.98,1.03661,0.129306,2.62,0.071576431,0.191780655,2.02
221,2,96089,283993,16584,123658,4.79407863,1.296600301,1.33,0.134111825,0.375732182,0.709181618,0,1,1.793692196,0.000234776,0.390435588,0.000120598,0.00198987,1.63962088,0,0.127254201,0.469326691,0.03,0.000234776,1.337500286,5.66E-05,0.006987013,3.148098669,0.176102384,0.154138396,0,0.965811966,2.942708199,8.37E-05,1.590190112,0,0.002612043,2.663885605,0.460746575,0.00019078,1.290603628,4.04E-05,0.007140662,0.7,-1,0,-1,0,-512,-1,0,-1,0,0,20.01,7.453658537,0.073070185,6,9,0.793518916,2.01,401.28,0.316570444,122,797,574,286,460,335,373,11.48783219,0.144954836,8.683431953,15.2661157,14.48306148,9.652037618,12.33478261,10.35559921,11.35365854,2,0.55248095,0.459918512,1.04E-07,0.999976641,0.85036314,0.110486311,0.73521982,0.410383232,0.612798165,0.079462357,0.847797176,0,0.441942938,0.14890753,0.000356458,0.120574232,0.022498262,0.074446322,2.33,976.714,1.42095,3864.43,0.441017,4496,0,4532,1.17512,0.888868,0.982124,0.244154,2.15,736.263,0.373324,4240.89,0.242665,4475,4366,4554,0.349019,1.38216,0.920709,0.0689671,2.32,0.036661752,0.181839421,2
222,0,50073,210235,20573,120343,1.433918242,0.746964925,0.69,0.170953026,0.409265184,0.434034162,0,1,1.035816656,0.00016482,0.186349307,9.72E-05,0.000243037,0.917288451,0,0.080586324,0.528572497,0.02,0.00016482,0.512196342,4.99E-05,0.000465337,2.557117841,0.018889399,0.038170164,0,0.272727273,0.822160877,8.47E-05,0.501281328,1.66E-05,0.000232668,2.306241769,0.528979666,6.64E-05,0.519570361,3.32E-05,0.000174501,1.05,0.000294113,0.427668183,4.99E-05,0.000681386,3.730843952,0.254662471,0.281790647,0.088749126,0.571428571,3.283143852,5.4,13.23360656,0.031973501,13,14,0.543597596,2.01,260.0163934,0.270027225,115,506,349,175,316,207,251,8.147878103,0.199886825,5.448275862,12.67010309,9.858156028,6.180257511,9.021367521,7.007782101,7.945945946,2.01,0.075091439,1.901885397,0,0.653264633,0.364609789,3.70E-08,0.060578688,0.000106566,0.004352639,0.030769568,0.728431851,1.14E-05,0.210579042,0.044746357,0.000708376,0.041653759,0.022239291,0.02619895,1.27,1387,0.313977,3935.33,0.00542825,3923,3923,3923,0.675819,0.52211,0.809485,0.0411043,2.12,1796.56,0.0169087,3941.12,0.00949111,3955.5,3889,3973,0.167062,0.219107,0.842378,0.00318146,2.38,0.036840144,0.104291165,2
223,2,310434,923497,45777,364855,5.781440461,1.531134286,4.75,0.125466281,0.368171596,0.721414433,0,1,1.833917818,8.72E-05,0.396948967,4.37E-05,0.000786421,1.681571831,0,0.127686341,0.459119376,0.06,8.72E-05,1.580336969,1.92E-05,0.001830864,2.946660714,0.188826308,0.153553862,0,0.941605839,2.803123418,3.23E-05,1.972372639,0,0.001033287,2.54781262,0.482736978,7.06E-05,1.449712327,1.37E-05,0.001521152,5.12,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,7.5625,0.080552019,6,9,0.921314397,2.02,289.6666667,0.264118599,125,421,360,201,358,250,306,14.34839284,0.179169126,9.258706468,17.11173184,16.81388889,9.67037037,16.576,14.06521739,14.8627451,2,0.606455751,0.407103622,0,0.999994801,0.874667344,0.150218966,0.769953187,0.530107897,0.655638989,0.075819419,0.82252608,0,0.4512137,0.151501536,0.000478375,0.118871901,0.020536782,0.074423758,3.12,2494,0,12710,0,12710,12710,12710,1.57675,0,0.922033,0,2.44,1842,0.0309208,12563.3,0.0230861,12490,12317,12490,0.339848,0.0616071,0.898534,0.00438199,2.42,0.028025615,0.106557239,2.01
224,0,181484,890298,87587,676058,1.072042655,0.316895888,3.84,0.129555452,0.268725696,1.318199829,0,1,1.583810995,3.62E-05,0.796575101,2.28E-05,0.000216927,1.341753569,0,0.620378725,0.790405557,0.14,3.62E-05,0.959545579,1.04E-05,0.000322458,3.47814874,0.232385788,0.205355932,0,0.906976744,3.439605486,2.07E-05,1.014895733,1.48E-06,0.000170104,3.223241858,0.707828322,3.68E-05,0.748842126,5.92E-06,0.000244062,18.82,-1,0,-1,0,-512,-1,0,-1,0,0,20.07,82.54285714,0.010967795,81,84,1.238322535,2.03,104,0.278846154,75,133,133,75,133,75,133,16.49213033,0.396884061,9.946666667,23.03759399,23.03759399,9.946666667,23.03759399,9.946666667,23.03759399,2.01,0.544088985,0.592760114,2.11E-06,0.986643495,0.936330473,0.06231119,0.840939079,0.22104455,0.625973987,0.040070918,1.333977294,0,0.321739449,0.121085828,0.001277574,0.054055962,0.004730422,0.014568631,4.09,38337,0,0,0,0,0,0,9.13086,0,1.45371,0,2.64,7196.33,0.610959,18434,0.866056,27516,0,27516,2.2878,0.825925,1.0096,0.0868595,2.68,0.067380243,0.1500509,2.01
